Student_ID,UnixTime_mean,UnixTime_std,UnixTime_min,UnixTime_max,Row_mean,Row_std,Row_min,Row_max,ET_GazeLeftx_mean,ET_GazeLeftx_std,ET_GazeLeftx_min,ET_GazeLeftx_max,ET_GazeLefty_mean,ET_GazeLefty_std,ET_GazeLefty_min,ET_GazeLefty_max,ET_GazeRightx_mean,ET_GazeRightx_std,ET_GazeRightx_min,ET_GazeRightx_max,ET_GazeRighty_mean,ET_GazeRighty_std,ET_GazeRighty_min,ET_GazeRighty_max,ET_PupilLeft_mean,ET_PupilLeft_std,ET_PupilLeft_min,ET_PupilLeft_max,ET_PupilRight_mean,ET_PupilRight_std,ET_PupilRight_min,ET_PupilRight_max,ET_TimeSignal_mean,ET_TimeSignal_std,ET_TimeSignal_min,ET_TimeSignal_max,ET_DistanceLeft_mean,ET_DistanceLeft_std,ET_DistanceLeft_min,ET_DistanceLeft_max,ET_DistanceRight_mean,ET_DistanceRight_std,ET_DistanceRight_min,ET_DistanceRight_max,ET_CameraLeftX_mean,ET_CameraLeftX_std,ET_CameraLeftX_min,ET_CameraLeftX_max,ET_CameraLeftY_mean,ET_CameraLeftY_std,ET_CameraLeftY_min,ET_CameraLeftY_max,ET_CameraRightX_mean,ET_CameraRightX_std,ET_CameraRightX_min,ET_CameraRightX_max,ET_CameraRightY_mean,ET_CameraRightY_std,ET_CameraRightY_min,ET_CameraRightY_max,ET_ValidityLeft_mean,ET_ValidityLeft_std,ET_ValidityLeft_min,ET_ValidityLeft_max,ET_ValidityRight_mean,ET_ValidityRight_std,ET_ValidityRight_min,ET_ValidityRight_max
11,1676894270.5494912,331.1366272036005,1676893697.0385537,1676894844.0458355,68831.5,39739.74071589631,1,137662,807.6602740124075,532.2097568851162,-1.0,1907.0,470.47943454067325,289.1432556700816,-1.0,1080.0,834.6482078774935,505.4674155087001,-1.0,1919.0,476.3999476964652,264.13283443630024,-1.0,1079.0,0.10960578306034872,1.9399330214643877,-1.0,5.236831665039063,0.0998480869597983,1.8060733214490319,-1.0,4.225112915039063,573573.90403415,331127.01235879667,66.59199999998964,1147064.11,434.28149186917614,205.44215389597105,-1.0,590.031005859375,447.42184168113084,181.59465147003633,-1.0,578.2030639648438,0.27823795134694146,0.6029940260758075,-1.0,0.646375298500061,0.2285405012469038,0.5795471002050212,-1.0,0.5228410959243774,0.18118864791303113,0.47797817900923834,-1.0,0.4636733531951904,0.2857955267148462,0.5203081996921349,-1.0,0.5284309387207031,0.727919917476645,1.5433177139401055,0.0,4.0,0.5626116898400384,1.390657720150779,0.0,4.0
12,1675773423.9016979,269.1001164766661,1675772958.0439465,1675773890.001644,55953.0,32304.335274077377,1,111905,651.4296655079044,520.4145453521165,-1.0,1863.0,395.4586732915702,299.6524467883925,-1.0,1080.0,676.2453776105665,545.9942742960241,-1.0,1914.0,400.18647733264226,319.1664472536243,-1.0,1079.0,-0.16699185873671432,1.5197863245307468,-1.0,3.853195190429688,-0.298067591068701,1.3953208308634302,-1.0,4.173141479492188,465905.12686780276,269090.5090303691,50.05900000000838,932001.399,401.1390472029484,233.3219649636884,-1.0,699.5588989257812,386.7974255324622,244.66466893272232,-1.0,708.9127197265625,0.16989791329947332,0.6781663302634018,-1.0,0.9732080698013305,0.16401213706628984,0.6744107688656811,-1.0,0.7132742404937744,0.016339818589081248,0.6407343519676051,-1.0,0.8167613744735717,0.113469471240689,0.7016436528951401,-1.0,0.7252440452575682,1.0048882494347682,1.7348716092820624,0.0,4.0,1.1365045888776686,1.8039968841044884,0.0,4.0
13,1676638005.4377446,349.5404055863683,1676637400.0331976,1676638610.835919,72657.5,41948.682845829615,1,145314,810.4746610694377,465.28430569507015,-1.0,1910.0,492.3273966003716,244.10123346637192,-1.0,1069.0,797.4170807239694,450.5005193656321,-1.0,1862.0,519.1608285733948,241.09591955140615,-1.0,1076.0,0.4232446805074402,2.1604113440204746,-1.0,4.3937835693359375,0.36227763635836074,2.012198501059801,-1.0,4.2098388671875,605442.8273844538,349530.78752852924,41.65699999999924,1210836.469,592.2622876231943,177.99285429317897,-1.0,688.8819580078125,600.4314374566021,155.38505852161921,-1.0,658.9908447265625,0.4386796966352004,0.43158055653080374,-1.0,0.6151657700538635,0.36717160588043063,0.41008149950976885,-1.0,0.515185534954071,0.333040218657304,0.34439565593778176,-1.0,0.4708694517612457,0.38661112138408893,0.3581428619738518,-1.0,0.503784954547882,0.33002546280366113,1.100542311931242,0.0,4.0,0.2500034409194137,0.9682553873117519,0.0,4.0
14,1676809047.9357276,336.5468818275743,1676808465.027,1676809630.7788825,69960.5,40391.56916981562,1,139920,354.01814660224704,562.8366167826343,-1.0,1920.0,141.34076874696245,241.31585987388866,-1.0,1080.0,156.5134294862632,398.98178303529147,-1.0,1920.0,51.38245089911089,150.82111739850836,-1.0,1080.0,-0.9932251738869424,0.16787050457193042,-1.0,4.19970703125,-0.9894383432471243,0.2102030362452707,-1.0,4.2482452392578125,582936.09640718,336537.26556886063,33.278000000020256,1165772.665,217.20274708312536,309.00143082787605,-1.0,722.6888427734375,103.20472348498734,237.6985467913076,-1.0,708.0271606445312,-0.4903058248005654,0.721446693771579,-1.0,0.6212707161903381,-0.502864039942327,0.7036426662685262,-1.0,0.5174798369407653,-0.7762669349531935,0.5100568728502953,-1.0,0.4758122563362121,-0.7594502481713061,0.548375076642288,-1.0,0.5172587037086486,2.66811515480717,1.8851120758064195,0.0,4.0,3.3544984133337143,1.4715126653712653,0.0,4.0
15,1679398718.9301481,225.14832923730097,1679398329.0239997,1679399108.8059976,46802.5,27021.291635794663,1,93604,814.9228098290598,493.4780923914014,-1.0,1910.0,514.2975,278.95102271085625,-1.0,1075.0,804.0434081196581,493.6228868963099,-1.0,1892.0,482.43643162393164,273.0915644865713,-1.0,1077.0,0.48078466676239273,2.2859666601301454,-1.0,5.130706787109375,0.4089856361323952,2.2785246651326063,-1.0,5.3305511474609375,389934.2984626175,225138.71776163747,33.32699999999022,779809.978,565.541150103838,201.0158338217421,-1.0,772.9039916992188,557.1373342171694,209.4178922078199,-1.0,750.0615234375,0.39504018467301744,0.4937397017759445,-1.0,0.6420444250106812,0.28668392774354445,0.45540482858817805,-1.0,0.5264267921447753,0.25042478816504155,0.46810956766657946,-1.0,0.5414744615554808,0.27306208536156223,0.4765366293173818,-1.0,0.5166566967964172,0.44504273504273506,1.2578254279512227,0.0,4.0,0.49141025641025643,1.3130785986418871,0.0,4.0
16,1677840709.4368348,227.14705313239688,1677840316.0244367,1677841102.842831,47216.5,27260.314647242547,1,94432,915.3717965010378,461.76198177492427,-1.0,1917.0,550.1815563180412,245.94283024619463,-1.0,1080.0,951.7650167323252,456.86794248299464,-1.0,1893.0,538.7676218918117,233.37996820193408,-1.0,1080.0,0.6319434535636196,2.4074030849821404,-1.0,5.11224365234375,0.6865969035890771,2.4647100578791266,-1.0,5.251480102539063,393437.8024196108,227137.4368459419,33.76999999998952,786838.2169999998,631.2473544251153,155.82557007086336,-1.0,785.006591796875,637.8636929257557,143.23955826974512,-1.0,788.74267578125,0.5253994833707517,0.3745582405033733,-1.0,0.7297686338424682,0.415906863047623,0.34770856587938864,-1.0,0.6191394329071044,0.4112099346136251,0.31501555505401796,-1.0,0.6005109548568724,0.42701380392280486,0.31858354734378436,-1.0,0.6396334171295166,0.22717837929427712,0.9258037470474825,0.0,4.0,0.18947769729317576,0.8497156216128333,0.0,4.0
17,1676289478.627988,273.4452337177557,1676289005.0219998,1676289952.230605,56839.5,32816.15628771901,1,113678,877.485511198691,468.7840175207188,-1.0,1898.0,537.4644245825782,254.2568259377683,-1.0,1080.0,891.2835476890054,469.0423698196172,-1.0,1919.0,509.04800570051196,251.1877890141965,-1.0,1080.0,0.4298899858785715,2.1572642757970084,-1.0,5.4930419921875,0.3819258002423426,2.038435368313065,-1.0,4.9571380615234375,473631.54739210376,273435.6159662402,33.32100000002538,947226.778,632.0076159637256,167.40214577359296,-1.0,739.6964721679686,629.6697399856812,174.76369152368375,-1.0,740.8380737304686,0.4572054902381816,0.38513066673379787,-1.0,0.6327143311500549,0.44338329880525174,0.38144436964823447,-1.0,0.5883353352546691,0.3122178183422406,0.36342000003908104,-1.0,0.48006272315979,0.4225793660029441,0.3938621614698441,-1.0,0.5746074914932251,0.2609567711174059,0.9877941241577199,0.0,4.0,0.28467371606523917,1.0284284340751855,0.0,4.0
18,1677069471.1532052,348.77865398927815,1677068867.0153012,1677070075.2719924,72555.0,41889.50444323733,1,145109,509.2359394920919,581.1692604816998,-1.0,1920.0,299.04910926570415,333.43038930569736,-1.0,1080.0,509.61203266600046,576.6624005637946,-1.0,1916.0,310.01166052169117,337.832045408764,-1.0,1080.0,-0.9984755823537536,0.07521927229142066,-1.0,3.322662353515625,-0.9960863585229096,0.11496608740244361,-1.0,4.118133544921875,604167.4669130768,348769.0404127546,33.28200000000652,1208284.8739999998,297.68828179765705,282.4117759468945,-1.0,790.5108642578125,301.0004320843618,284.24503493873885,-1.0,792.2044067382812,-0.1570142302454054,0.7951430450955257,-1.0,0.8973352909088134,-0.21617448191557978,0.7386898389107299,-1.0,0.6864168643951416,-0.23286945341719548,0.7200155971167206,-1.0,0.7350568175315856,-0.21167888473229646,0.7393350012683503,-1.0,0.6881996393203735,1.8802935805106646,1.9964212583559298,0.0,4.0,1.87023190103718,1.9957924969485417,0.0,4.0
19,1676466211.9609275,366.02814779079415,1676465578.0150175,1676466845.887683,76085.5,43927.83956862285,1,152170,830.1440203462008,501.68086042309244,-1.0,1918.0,445.0563792174336,235.79529590478066,-1.0,1079.0,882.1353850400221,474.6206489929008,-1.0,1918.0,500.3213792831513,237.78802623003432,-1.0,1080.0,0.21674794611641235,1.9478633764319138,-1.0,4.52215576171875,0.34528080412399637,2.0121265740586955,-1.0,3.987701416015625,633966.4483828386,366018.5256028919,25.023000000001048,1267891.274,578.9992749733722,214.5589142944163,-1.0,693.5891723632812,606.4671661343662,171.62928442516775,-1.0,688.5166015625,0.422245957924957,0.5260013818207523,-1.0,0.660286009311676,0.31808966199329797,0.4872250556087769,-1.0,0.5273801088333129,0.37095808309992645,0.38726993022539624,-1.0,0.5227771997451782,0.37579796917857666,0.38816195424910105,-1.0,0.5147405862808228,0.48073814124048736,1.3007130825037965,0.0,4.0,0.294835902895522,1.0451902128790393,0.0,4.0
20,1675151168.7502952,176.53738240590732,1675150863.015998,1675151474.508068,36698.5,21187.74451579655,1,73396,833.6689284935687,486.3371650916622,-1.0,1920.0,442.4226073686505,262.42080415601623,-1.0,1080.0,859.2682444953128,481.36828399376657,-1.0,1920.0,460.52265914541096,259.40999064284745,-1.0,1077.0,0.3143223913661374,2.058093113779257,-1.0,4.391281127929688,0.2254147476585493,2.0072478917949304,-1.0,4.31707763671875,305760.69485736865,176527.7677480349,33.3240000000078,611510.144,581.0805476246666,215.19489984672842,-1.0,680.9310913085938,589.2691179944561,201.14570545659427,-1.0,675.2333984375,0.37431026301532494,0.5079714817815879,-1.0,0.5890882015228271,0.3400854972896296,0.49530655249900046,-1.0,0.5369736552238464,0.2717323417190389,0.4332702455324136,-1.0,0.4462217986583709,0.37095348393462935,0.4670420315537369,-1.0,0.5446850061416626,0.4807063440156965,1.300680528812734,0.0,4.0,0.4159036407237846,1.2209254831683805,0.0,4.0
21,1676633608.2204685,426.21069712084653,1676632870.015004,1676634346.312632,88597.5,51151.64613675693,1,177194,630.4400981996727,571.758822279794,-1.0,1920.0,363.14992945425814,303.54054229239114,-1.0,1080.0,677.0844686494723,564.7184514992216,-1.0,1920.0,372.74827586206897,280.1948575249337,-1.0,1080.0,-0.3098135286761,1.4697677307361694,-1.0,3.8791351318359375,-0.20772056293256114,1.5556154321447064,-1.0,3.766799926757813,738220.2686192562,426201.0804900087,16.64100000000326,1476309.179,374.4907178361984,259.4666389011656,-1.0,711.4168701171875,408.4604377793515,242.47004952036022,-1.0,704.6507568359375,0.09696244359978488,0.7562288680819129,-1.0,0.6743174791336058,0.0316091008831264,0.7110023740117791,-1.0,0.6134166717529296,0.07692013766444815,0.6359505523701087,-1.0,0.5139456987380981,0.1294543225946609,0.6668277762651421,-1.0,0.6279247999191284,1.2879282126530842,1.8689498342129987,0.0,4.0,1.0335120492127094,1.7509763973231065,0.0,4.0
22,1675856740.2123015,325.172672939094,1675856177.023403,1675857303.393317,67592.5,39024.40373236556,1,135184,831.9691374463678,487.4456224655133,-1.0,1910.0,467.691352271046,271.31740226947596,-1.0,1080.0,855.765860334369,492.0273551254394,-1.0,1912.0,484.41237609113773,263.56503253817186,-1.0,1080.0,0.219267511685266,1.912290462618899,-1.0,3.9106292724609375,0.26116814633801344,1.9194095024490831,-1.0,3.948928833007813,563217.828284665,325163.0553117604,33.25,1126397.708,579.4551814793094,209.20151592257812,-1.0,723.0054931640625,593.7267425704168,195.99632791416306,-1.0,731.4945068359375,0.39062546247150404,0.499487158148156,-1.0,0.6458310484886169,0.32609986763991516,0.4765312608967005,-1.0,0.5522181987762451,0.28550117727805036,0.4218509655316617,-1.0,0.5002186894416809,0.36135322799130926,0.4467089290237761,-1.0,0.5854259133338928,0.45636928539724814,1.2716981482875065,0.0,4.0,0.38777925728658086,1.1835348068021811,0.0,4.0
23,1679919638.143129,412.30029572098334,1679918924.0258088,1679920351.8296824,85705.5,49481.94915825366,1,171410,633.2676452399566,576.4595799162003,-1.0,1920.0,334.8757628087698,283.91621820042604,-1.0,1080.0,672.3242535267143,559.8882764076196,-1.0,1910.0,382.6820589710979,293.2370796056048,-1.0,1080.0,-0.5340265322764771,1.2357275570806172,-1.0,4.50103759765625,-0.5190383412435355,1.2357048327334914,-1.0,5.019378662109375,714148.9285128058,412290.6872196997,33.346999999994296,1427830.157,418.39787265863094,298.9178923815557,-1.0,702.2810668945312,454.14830987511294,284.2547671119928,-1.0,697.2686157226562,0.05453873768636783,0.7514808014402183,-1.0,0.7130427360534668,-0.012260661398137786,0.7037894650479565,-1.0,0.5147173404693604,0.03313457878203077,0.6449802091360224,-1.0,0.6064918637275695,0.067161609284604,0.6660544175080628,-1.0,0.5294162631034851,1.3467906607703348,1.8903275923393135,0.0,4.0,1.1212676335717535,1.7966213456861646,0.0,4.0
24,1676726179.9420311,340.6072804874153,1676725590.0130136,1676726769.8617485,70802.0,40877.409421341756,1,141603,891.9744136611134,508.9720466818108,-1.0,1919.0,437.6455271576777,239.84919320642084,-1.0,1080.0,799.8245255969322,540.2032362112014,-1.0,1920.0,396.42748889469556,259.3053040418049,-1.0,1080.0,0.4480373493103765,2.157518774070716,-1.0,4.9518585205078125,0.4711681913902359,2.237172329829261,-1.0,4.6402435302734375,589944.6830714977,340597.664093892,16.64900000000489,1179861.644,600.127461723859,222.36940966103515,-1.0,711.6676025390625,545.2403864174066,268.0820364788225,-1.0,709.3568115234375,0.38687177053795135,0.5125524911435928,-1.0,0.6152411103248596,0.36607796312622776,0.5053010514297529,-1.0,0.6063580513000488,0.16202615387896918,0.5698926136388942,-1.0,0.4810062944889068,0.24733962350805472,0.612018183867854,-1.0,0.6023364663124084,0.48062486316993763,1.300581077585097,0.0,4.0,0.7754574537955776,1.5813011135291497,0.0,4.0
25,1676812960.6809623,327.17459151412976,1676812394.0220006,1676813527.32434,68008.0,39264.29276921548,1,136015,819.8505415003199,473.7249115883913,-1.0,1920.0,498.3207681731625,258.3156818645493,-1.0,1080.0,835.2117255222004,494.01649775181784,-1.0,1901.0,475.61814853210404,256.0601102504844,-1.0,1080.0,0.24684953758640873,1.9123981683100324,-1.0,4.4390411376953125,0.32481155952520757,2.020181552314484,-1.0,4.298995971679688,566695.7489428283,327164.97380163043,41.79400000000896,1133332.099,571.2496349822931,188.76498864969284,-1.0,647.5238037109375,568.9798448263936,191.5046752670662,-1.0,647.3855590820312,0.39757980809908805,0.4609626526181512,-1.0,0.5856807231903076,0.3817955625014186,0.4557198751308479,-1.0,0.5449357628822326,0.26419270721811544,0.4247300060701159,-1.0,0.4440361261367797,0.37520169472666526,0.4619753921208266,-1.0,0.5514914989471436,0.3923800280859636,1.189776631832104,0.0,4.0,0.4056142517884583,1.207453852210627,0.0,4.0
