Student_ID,UnixTime_mean,UnixTime_std,UnixTime_min,UnixTime_max,Row_mean,Row_std,Row_min,Row_max,SampleNumber_mean,SampleNumber_std,SampleNumber_min,SampleNumber_max,Timestamp RAW_mean,Timestamp RAW_std,Timestamp RAW_min,Timestamp RAW_max,Timestamp CAL_mean,Timestamp CAL_std,Timestamp CAL_min,Timestamp CAL_max,System Timestamp CAL_mean,System Timestamp CAL_std,System Timestamp CAL_min,System Timestamp CAL_max,VSenseBatt RAW_mean,VSenseBatt RAW_std,VSenseBatt RAW_min,VSenseBatt RAW_max,VSenseBatt CAL_mean,VSenseBatt CAL_std,VSenseBatt CAL_min,VSenseBatt CAL_max,GSR RAW_mean,GSR RAW_std,GSR RAW_min,GSR RAW_max,GSR Resistance CAL_mean,GSR Resistance CAL_std,GSR Resistance CAL_min,GSR Resistance CAL_max,GSR Conductance CAL_mean,GSR Conductance CAL_std,GSR Conductance CAL_min,GSR Conductance CAL_max,Packet reception rate RAW_mean,Packet reception rate RAW_std,Packet reception rate RAW_min,Packet reception rate RAW_max
23,1679919637.927499,412.18185492694494,1679918924.0258088,1679920351.8296824,91382.0,52759.27796132165,1,182763,103653.0,52758.123260783264,12274.0,195032.0,8794439.89285343,4622401.163523848,118.0,16777078.0,809789.0625,412172.8379748947,95890.625,1523687.5,1679919638484.8604,412172.83797486953,1679918924586.4238,1679920352383.2988,2527.288144496304,7.934586659180243,2493.0,2552.0,3680.768374548462,11.556013390804008,3630.830769230769,3716.7589743589742,35941.209302961826,4912.644622484829,34005.0,53083.0,2247.509404401238,10407.424727916083,577.655522640711,104755.81395348876,1.448405288252299,0.2241984265276619,0.0095460095460095,1.7311355311355312,83.0,0.0,83.0,83.0
24,1676726179.9372375,340.6016991613478,1676725590.0130136,1676726769.8617485,75512.5,43597.01786437539,1,151024,89146.5,43595.863163837,13637.0,164656.0,8507821.721334923,5200926.5854962105,179.0,16777139.0,696457.03125,340592.6809674809,106539.0625,1286375.0,1676726180314.0662,340592.6809674764,1676725590396.0967,1676726770232.0342,2597.3215203284335,7.82960145831901,2564.0,2623.0,3782.7657014014103,11.403111867499543,3734.2358974358967,3820.1641025641024,38782.974764931794,7532.023698842836,34397.0,53084.0,607.4107877673931,129.80710745164623,349.3729203992834,853.6100056850481,1.729887310558745,0.39926323805113034,1.1714951714951716,2.862271062271061,85.0,0.0,85.0,85.0
25,1676812960.6749957,327.16788149565417,1676812394.0220006,1676813527.32434,72533.5,41877.09141244968,1,145066,77363.14255283948,41876.33452929223,4832.0,149894.0,8747735.016268905,4743942.943539128,203.0,16777163.0,604399.5511940584,327158.8635100955,37750.0,1171046.875,1676812960943.2188,327158.86351009546,1676812394293.667,1676813527590.542,2581.1052722284267,8.138296544494702,2549.0,2607.0,3759.1481913480675,11.85269855711129,3712.389743589744,3796.8615384615377,46693.37236491983,7986.99579960614,34396.0,53087.0,942.3163737364561,311.13842486293,285.3857411666318,1575.5508919202518,1.1999516168312958,0.45858018888928737,0.6346986346986347,3.504029304029304,95.06815706387613,5.271724101634393,88.0,99.0
26,1678801425.7541406,326.0551782214425,1678800861.026914,1678801990.479787,72287.5,41735.06324622819,1,144574,198672.5,41733.908545689796,126388.0,270957.0,7772249.235526043,5004766.578158264,78.0,16777038.0,1552128.90625,326046.1605132061,987406.25,2116851.5625,1678801425983.6912,326046.1605132007,1678800861261.0344,1678801990706.3467,2562.3743446081485,7.889158328955138,2526.0,2588.0,3731.8682762498156,11.489851104734777,3678.892307692307,3769.189743589744,18738.439565608354,2282.6238660641106,17804.0,49891.0,419.47876673933433,3922.7439161541292,80.79088471849866,58499.99999999998,7.646497618311901,1.3312041751461015,0.017094017094017,12.377633980421438,99.0,0.0,99.0,99.0
27,1679832282.9459364,330.7867435801414,1679831710.0245278,1679832855.8690467,73336.5,42340.70367861167,1,146672,129361.5,42339.54897807329,56028.0,202695.0,7846940.397496386,4854811.661249974,121.0,16777081.0,1010636.71875,330777.72639120196,437718.75,1583554.6875,1679832283884.0586,330777.72639119765,1679831710966.0896,1679832856802.027,2533.648137289661,7.825880144942969,2499.0,2556.0,3690.0311332834035,11.397692108536335,3639.569230769231,3722.584615384615,18351.23795920037,167.55953934862788,17942.0,18676.0,155.22791253568306,21.430803095747176,121.70083876980432,223.7321530553969,6.5588848091300465,0.8554302528296711,4.469630253602379,8.21687023777616,85.0,0.0,85.0,85.0
28,1675511307.8549147,388.4405799588528,1675510635.0742564,1675511980.637059,86118.5,49720.39481942998,1,172236,126856.5,49719.2401188916,40741.0,212972.0,8461586.386919968,5125815.564446607,172.0,16777132.0,991066.40625,388431.5634288444,318289.0625,1663843.75,1675511308004.453,388431.56342884124,1675510635227.1084,1675511980781.796,2782.1962353105114,8.590900071859863,2747.0,2811.0,4052.019132452232,12.511874976452734,4000.758974358974,4093.969230769231,18487.006224162757,501.7452433032977,17964.0,20251.0,152.49720556574442,43.35785130059409,61.509656146961845,218.24791086350976,7.2520132438016445,2.561525664271561,4.581945348495871,16.257609985832985,100.0,0.0,100.0,100.0
29,1675341067.8045716,376.9003423645193,1675340415.0141027,1675341720.6010745,83560.0,48243.24415570191,1,167119,92648.0,48242.08945516353,9091.0,176205.0,9004659.997989409,4922164.4853720125,132.0,16777092.0,723812.5,376891.3238684856,71023.4375,1376601.5625,1675341068131.6328,376891.32386846555,1675340415342.5703,1675341720920.6953,2659.587571432846,9.485803894182164,2621.0,2690.0,3873.450616856041,13.81522208178731,3817.251282051282,3917.743589743589,15567.123729168537,7969.329252153313,1119.0,20345.0,66.07614416353545,4.4717645548212746,57.57922350472196,76.89008832188422,15.20290661233173,1.0199544786254018,13.005577465507775,17.367375576330794,85.0,0.0,85.0,85.0
30,1676722172.0247567,277.13913965976025,1676721692.027939,1676722652.0272076,61442.0,35473.41090168804,1,122883,68786.36097298969,35472.65573851804,7347.0,130226.0,8129322.537699688,4890929.077688838,18.0,16776978.0,537393.445101482,277130.1229571723,57398.4375,1017390.625,1676722172418.9492,277130.1229571738,1676721692423.942,1676722652416.1294,2607.134815550257,7.810007226276266,2574.0,2633.0,3797.057885211656,11.374574626986018,3748.8,3834.728205128205,18045.63462430521,93.40047195277144,17876.0,18408.0,201.7987091469344,18.460191128520147,146.01379053298547,241.9734403953058,4.998709011015611,0.4768310395669295,4.132684968921902,6.848668172709985,90.05384972208432,6.724051386037007,85.0,99.0
31,1677158979.2566276,393.90060146857417,1677158297.0200002,1677159661.4938333,87329.0,50419.27732028693,1,174657,92148.0,50418.122619748545,4822.0,179474.0,8146393.2202023445,4513110.172121306,176.0,16777136.0,719906.25,393891.582966808,37671.875,1402140.625,1677158979763.5774,393891.5829667855,1677158297529.2014,1677159661997.9514,2605.423708725301,7.8126050209496976,2573.0,2630.0,3794.565811681977,11.378358081792513,3747.343589743589,3830.358974358975,26860.920098710012,9052.049647728189,17879.0,36470.0,235.651659105069,28.11298583756133,151.54932301740817,325.697924123121,4.3053155777425465,0.526522751978723,3.07032967032967,6.598511824992659,88.0,0.0,88.0,88.0
32,1677244074.291648,364.4703866309149,1677243443.0299966,1677244705.5493183,80803.5,46651.77813867334,1,161606,86190.02649100877,46651.05523733904,5389.0,166991.0,7729410.30750857,4674603.038708455,49.0,16777009.0,673359.581961006,364461.3690417124,42101.5625,1304617.1875,1677244074461.1174,364461.3690417122,1677243443203.0989,1677244705718.724,2596.495507481343,8.425303800927754,2561.0,2624.0,3781.562687818981,12.270698869040263,3729.8666666666654,3821.620512820512,51688.30537988391,501.3331299464497,50923.0,52907.0,1302.670922157034,336.8971321915009,733.0349877949552,2069.131832797428,0.8230904117588687,0.2225921322883536,0.4832944832944832,1.364191364191364,92.3709607554362,6.990185296712054,85.0,99.0
33,1675945791.7852423,334.73121879893256,1675945212.029999,1675946371.5416226,74211.0,42845.5964890209,1,148421,102294.0,42844.441788482516,28086.0,176502.0,8294543.268628257,4579741.551486557,140.0,16777100.0,799171.875,334722.2014725464,219421.875,1378921.875,1675945791987.523,334722.2014725193,1675945212237.5222,1675946371737.5222,2705.438494242573,8.93010703344396,2668.0,2733.0,3940.228371102003,13.005899474347443,3885.702564102563,3980.3692307692304,1168.984442483004,13.687929079109598,1141.0,1226.0,56.44119117233956,1.5549200272072368,50.48114075436984,59.83969465648857,17.731286515517795,0.4988948692111478,16.711315218777898,19.80937801833324,100.0,0.0,100.0,100.0
34,1677067387.010814,314.6547650797093,1677066842.031996,1677067931.994315,69760.0,40275.81044084236,1,139519,83162.0,40274.65574030398,13405.0,152919.0,8267517.4193814285,4721005.042103962,71.0,16777031.0,649703.125,314645.7479711547,104726.5625,1194679.6875,1677067387273.4922,314645.7479711256,1677066842296.929,1677067932250.054,2546.764405261083,8.11237467401886,2509.0,2571.0,3709.133800482807,11.814945679080916,3654.1333333333328,3744.430769230769,34122.63109343081,4239.49481317118,17873.0,36479.0,368.8374888065852,84.40961998291786,83.15750371471027,537.1900826446281,2.9767153715832118,1.3015953846858073,1.8615384615384616,12.025373000982755,85.0,0.0,85.0,85.0
35,1678712356.665784,276.93078634770535,1678711877.0220006,1678712836.303705,61396.5,35447.141464439694,1,122792,77213.5,35445.98676390131,15820.0,138607.0,8816998.439521777,4702113.773485269,122.0,16777082.0,603230.46875,276921.7715929842,123593.75,1082867.1875,1678712357678.8984,276921.7715929799,1678711878042.1797,1678712837315.6172,2579.9979884027757,8.05854025508569,2546.0,2604.0,3757.535531827631,11.736540679200484,3708.020512820513,3792.4923076923073,50980.54969540997,4958.813864419134,34397.0,53083.0,847.0094697255992,86.60665113898347,614.0350877192983,992.3992068737608,1.1939171662548538,0.13087082213194645,1.0076590076590075,1.6285714285714283,87.0,0.0,87.0,87.0
36,1676548084.55398,354.8049111990291,1676547470.031047,1676548699.0763328,78661.0,45414.80518692849,1,157321,134312.15564115767,45413.87810888972,55654.0,212971.0,8590302.141542237,4513759.584341199,93.0,16777053.0,1049313.7159465442,354795.92272570037,434796.875,1663835.9375,1676548085424.8577,354795.92272570083,1676547470908.0176,1676548699947.08,2638.836610156563,8.379996403368454,2604.0,2668.0,3843.2287040228907,12.204712710548225,3792.4923076923073,3885.702564102563,22385.60171500855,7399.533145871174,1146.0,36469.0,167.21453299938665,85.53127477184212,47.10128755364808,349.3729203992834,7.736507190273361,3.755845907335317,2.862271062271061,21.230842126364507,91.40088483762085,3.2627523472894926,90.0,99.0
37,1676030864.2995923,329.8350183113266,1676030293.0229952,1676031435.5693767,73125.5,42218.88277181195,1,146250,138444.5,42217.72807127357,65322.0,211567.0,8268899.682986202,4612708.57959036,213.0,16777173.0,1081597.65625,329826.00055682915,510328.125,1652867.1875,1676030864497.1213,329826.00055682537,1676030293227.5906,1676031435766.6533,2677.7105698617397,8.644389763469572,2644.0,2706.0,3899.84513764479,12.589777911925946,3850.7487179487175,3941.0461538461536,18228.188374382888,215.98430366474355,17893.0,18787.0,173.9514559199679,28.984473862995216,113.84917175239757,236.9963702359348,5.930688182067306,1.102649889164147,4.219473905885054,8.783550943829692,99.0,0.0,99.0,99.0
